Depth ice/snow [m]	Age [ka BP]	δD [‰ SMOW]
2856	266.137000	-476.10
2857	266.446000	-477.10
2858	266.755000	-477.80
2859	267.078000	-478.70
2860	267.401000	-476.60
2861	267.724000	-477.60
2862	268.046000	-479.70
2863	268.386000	-479.50
2864	268.725000	-480.20
2865	269.071000	-480.00
2866	269.418000	-479.60
2867	269.770000	-481.50
2868	270.122000	-481.60
2869	270.482000	-481.30
2870	270.842000	-482.90
2871	271.212000	-482.40
2872	271.581000	-482.40
2873	271.946000	-481.00
2874	272.311000	-480.80
2875	272.675000	-482.40
2876	273.038000	-481.70
2877	273.403000	-481.20
2878	273.767000	-482.50
2879	274.131000	-480.80
2880	274.495000	-480.50
2881	274.857000	-481.90
2882	275.220000	-483.30
2883	275.583000	-479.70
2884	275.947000	-477.30
2885	276.292000	-479.40
2886	276.637000	-479.40
2887	276.991000	-481.10
2888	277.346000	-483.80
2889	277.705000	-479.10
2890	278.065000	-475.50
2891	278.396000	-478.10
2892	278.728000	-479.00
2893	279.064000	-477.80
2894	279.401000	-478.50
2895	279.735000	-478.50
2896	280.069000	-476.30
2897	280.383000	-473.80
2898	280.696000	-472.20
2899	280.985000	-468.40
2900	281.274000	-472.40
2901	281.571000	-473.40
2902	281.868000	-473.80
2903	282.163000	-472.70
2904	282.458000	-472.40
2905	282.745000	-471.70
2906	283.032000	-468.60
2907	283.303000	-469.00
2908	283.574000	-467.80
2909	283.834000	-465.70
2910	284.094000	-464.90
2911	284.348000	-467.10
2912	284.602000	-467.70
2913	284.857000	-467.30
2914	285.113000	-462.30
2915	285.345000	-461.20
2916	285.577000	-463.20
2917	285.809000	-461.80
2918	286.041000	-460.60
2919	286.264000	-460.30
2920	286.487000	-460.30
2921	286.708000	-460.40
2922	286.929000	-461.80
2923	287.149000	-459.20
2924	287.368000	-457.70
2925	287.579000	-457.60
2926	287.789000	-458.60
2927	288.001000	-458.70
2928	288.213000	-459.80
2929	288.425000	-457.50
2930	288.636000	-457.40
2931	288.842000	-456.40
2932	289.048000	-455.50
2933	289.251000	-456.20
2934	289.453000	-457.10
2935	289.657000	-455.50
2936	289.860000	-452.70
2937	290.055000	-453.50
2938	290.249000	-455.50
2939	290.453000	-457.20
2940	290.656000	-459.30
2941	290.869000	-459.60
2942	291.081000	-462.30
2943	291.302000	-462.40
2944	291.523000	-462.20
2945	291.744000	-462.10
2946	291.965000	-462.10
2947	292.188000	-463.40
2948	292.411000	-465.90
2949	292.650000	-468.20
2950	292.889000	-472.20
2951	293.147000	-472.20
2952	293.406000	-469.10
2953	293.651000	-466.60
2954	293.897000	-468.60
2955	294.152000	-471.20
2956	294.406000	-473.40
2957	294.676000	-472.60
2958	294.945000	-469.90
2959	295.202000	-468.10
2960	295.458000	-464.90
2961	295.698000	-463.00
2962	295.939000	-465.20
2963	296.189000	-467.10
2964	296.439000	-467.00
2965	296.698000	-469.40
2966	296.957000	-474.70
2967	297.249000	-477.30
2968	297.541000	-477.50
2969	297.843000	-478.40
2970	298.146000	-475.60
2971	298.436000	-473.00
2972	298.726000	-472.00
2973	299.008000	-471.20
2974	299.290000	-470.20
2975	299.570000	-470.60
2976	299.850000	-469.50
2977	300.125000	-467.50
2978	300.400000	-465.50
2979	300.664000	-464.40
2980	300.928000	-468.00
2981	301.208000	-468.80
2982	301.488000	-472.10
2983	301.788000	-473.10
2984	302.088000	-470.50
2985	302.375000	-468.20
2986	302.663000	-467.60
2987	302.951000	-470.30
2988	303.239000	-470.40
2989	303.527000	-466.80
2990	303.814000	-465.40
2991	304.085000	-462.50
2992	304.356000	-464.30
2993	304.632000	-465.20
2994	304.907000	-462.60
2995	305.170000	-459.70
2996	305.433000	-456.10
2997	305.678000	-455.80
2998	305.923000	-457.10
2999	306.184000	-463.70
3000	306.445000	-466.50
3001	306.733000	-467.30
3002	307.020000	-468.90
3003	307.322000	-471.70
3004	307.625000	-468.70
3005	307.919000	-467.40
3006	308.212000	-466.20
3007	308.497000	-465.20
3008	308.782000	-465.10
3009	309.062000	-462.90
3010	309.342000	-462.70
3011	309.625000	-465.80
3012	309.908000	-465.10
3013	310.195000	-464.50
3014	310.483000	-465.10
3015	310.773000	-463.90
3016	311.063000	-463.20
3017	311.348000	-462.70
3018	311.634000	-461.00
3019	311.908000	-458.70
3020	312.183000	-460.10
3021	312.454000	-458.00
3022	312.726000	-456.60
3023	312.986000	-455.00
3024	313.247000	-454.40
3025	313.504000	-455.50
3026	313.762000	-454.70
3027	314.017000	-453.70
3028	314.273000	-454.90
3029	314.529000	-453.40
3030	314.785000	-455.80
3031	315.040000	-451.00
3032	315.294000	-452.40
3033	315.555000	-457.70
3034	315.817000	-455.00
3035	316.069000	-449.50
3036	316.321000	-448.00
3037	316.557000	-446.20
3038	316.793000	-449.80
3039	317.044000	-453.00
3040	317.296000	-453.90
3041	317.562000	-456.50
3042	317.827000	-459.00
3043	318.111000	-460.50
3044	318.395000	-461.60
3045	318.694000	-464.60
3046	318.992000	-466.50
3047	319.310000	-468.20
3048	319.628000	-468.90
3049	319.949000	-466.50
3050	320.269000	-466.20
3051	320.579000	-464.00
3052	320.890000	-463.20
3053	321.195000	-463.90
3054	321.501000	-462.20
3055	321.800000	-460.30
3056	322.098000	-459.50
3057	322.390000	-459.00
3058	322.682000	-458.80
3059	322.973000	-458.00
3060	323.263000	-456.20
3061	323.545000	-455.80
3062	323.827000	-454.30
3063	324.101000	-452.60
3064	324.375000	-451.20
3065	324.640000	-450.40
3066	324.905000	-450.10
3067	325.167000	-449.50
3068	325.429000	-450.90
3069	325.694000	-450.40
3070	325.960000	-450.10
3071	326.219000	-447.90
3072	326.479000	-447.20
3073	326.730000	-446.20
3074	326.982000	-444.70
3075	327.227000	-445.00
3076	327.472000	-445.00
3077	327.717000	-444.80
3078	327.963000	-443.60
3079	328.202000	-443.00
3080	328.441000	-443.00
3081	328.676000	-441.10
3082	328.910000	-440.30
3083	329.139000	-440.30
3084	329.367000	-440.70
3085	329.593000	-438.80
3086	329.818000	-438.90
3087	330.043000	-439.90
3088	330.267000	-439.20
3089	330.493000	-440.40
3090	330.719000	-440.60
3091	330.946000	-439.00
3092	331.173000	-438.40
3093	331.397000	-438.10
3094	331.620000	-437.00
3095	331.843000	-438.10
3096	332.066000	-437.90
3097	332.290000	-436.90
3098	332.514000	-436.30
3099	332.737000	-436.70
3100	332.959000	-438.20
3101	333.188000	-438.40
3102	333.418000	-437.70
3103	333.643000	-434.70
3104	333.869000	-430.00
3105	334.080000	-429.10
3106	334.290000	-426.50
3107	334.493000	-423.20
3108	334.697000	-420.20
3109	334.890000	-418.80
3110	335.084000	-418.70
3111	335.276000	-416.20
3112	335.468000	-415.90
3113	335.659000	-416.20
3114	335.850000	-415.80
3115	336.040000	-414.90
3116	336.230000	-415.20
3117	336.422000	-415.50
3118	336.614000	-414.80
3119	336.807000	-415.60
3120	336.999000	-417.20
3121	337.197000	-419.00
3122	337.395000	-420.30
3123	337.596000	-421.00
3124	337.798000	-426.30
3125	338.016000	-430.00
3126	338.234000	-431.70
3127	338.463000	-435.90
3128	338.693000	-440.50
3129	338.947000	-444.40
3130	339.200000	-444.50
3131	339.461000	-445.40
3132	339.722000	-445.90
3133	339.988000	-448.30
3134	340.254000	-450.60
3135	340.535000	-452.30
3136	340.816000	-455.60
3137	341.117000	-457.80
3138	341.417000	-459.90
3139	341.734000	-461.40
3140	342.050000	-465.00
3141	342.386000	-465.80
3142	342.722000	-467.80
3143	343.075000	-471.50
3144	343.428000	-475.80
3145	343.819000	-479.40
3146	344.210000	-480.70
3147	344.613000	-480.30
3148	345.016000	-480.40
3149	345.416000	-480.10
3150	345.817000	-478.40
3151	346.205000	-476.60
3152	346.593000	-477.50
3153	346.982000	-476.70
3154	347.372000	-477.40
3155	347.761000	-475.80
3156	348.151000	-476.60
3157	348.546000	-477.20
3158	348.941000	-474.60
3159	349.329000	-475.50
3160	349.717000	-477.30
3161	350.112000	-473.90
3162	350.507000	-470.40
3163	350.879000	-470.00
3164	351.252000	-470.30
3165	351.637000	-471.80
3166	352.022000	-472.00
3167	352.422000	-472.60
3168	352.822000	-473.00
3169	353.228000	-470.50
3170	353.634000	-471.30
3171	354.049000	-471.70
3172	354.463000	-472.30
3173	354.893000	-472.80
3174	355.323000	-472.70
3175	355.765000	-473.30
3176	356.207000	-474.10
3177	356.664000	-473.90
3178	357.122000	-475.80
3179	357.608000	-477.60
3180	358.095000	-477.80
3181	358.602000	-477.90
3182	359.109000	-477.50
3183	359.631000	-478.00
3184	360.154000	-478.90
3185	360.703000	-478.60
3186	361.253000	-478.70
3187	361.815000	-477.30
3188	362.376000	-477.10
3189	362.939000	-475.50
3190	363.501000	-474.50
3191	364.069000	-476.40
3192	364.636000	-475.10
3193	365.202000	-472.60
3194	365.768000	-471.60
3195	366.330000	-473.20
3196	366.891000	-471.90
3197	367.444000	-468.30
3198	367.996000	-468.90
3199	368.553000	-469.90
3200	369.111000	-471.10
3201	369.682000	-468.40
3202	370.253000	-469.10
3203	370.841000	-470.90
3204	371.429000	-468.00
3205	372.019000	-468.70
3206	372.609000	-470.90
3207	373.225000	-468.90
3208	373.841000	-466.00
3209	374.428000	-464.30
3210	375.014000	-462.50
3211	375.589000	-462.60
3212	376.164000	-463.30
3213	376.741000	-460.20
3214	377.318000	-457.60
3215	377.884000	-460.70
3216	378.449000	-464.90
3217	379.075000	-466.10
3218	379.700000	-468.10
3219	380.383000	-473.80
3220	381.066000	-473.30
3221	381.767000	-470.80
3222	382.468000	-469.40
3223	383.132000	-468.00
3224	383.795000	-466.10
3225	384.429000	-465.80
3226	385.062000	-464.80
3227	385.665000	-461.70
3228	386.268000	-458.90
3229	386.809000	-454.20
3230	387.349000	-452.60
3231	387.870000	-457.10
3232	388.390000	-460.60
3233	388.953000	-462.70
3234	389.516000	-464.30
3235	390.083000	-463.10
3236	390.649000	-461.00
3237	391.174000	-459.40
3238	391.698000	-457.40
3239	392.171000	-452.60
3240	392.645000	-451.40
3241	393.078000	-450.10
3242	393.511000	-454.50
3243	393.972000	-459.60
3244	394.433000	-462.20
3245	394.936000	-467.10
3246	395.440000	-468.80
3247	395.964000	-467.60
3248	396.489000	-467.20
3249	396.996000	-464.80
3250	397.503000	-465.10
3251	398.012000	-467.30
3252	398.521000	-466.70
3253	399.033000	-466.80
3254	399.545000	-468.30
3255	400.056000	-465.70
3256	400.567000	-466.60
3257	401.076000	-467.20
3258	401.585000	-465.00
3259	402.063000	-460.30
3260	402.541000	-455.60
3261	402.962000	-451.90
3262	403.383000	-450.50
3263	403.780000	-448.60
