,Depth ice/snow [m],δD H2O [‰ SMOW],δ18O H2O [‰ SMOW],Estimated Age [ka BP],Milan_ECC,Milan_OMEGA,Milan_OBL,Milan_PREC,Milan_90SJune,Milan_90SDec,delta-iso18o-Base at 6.6m,0.6*iso18o-Base at 6.6m,0.7*iso18o-Base at 6.6m,0.4*iso18o-Base at 6.6m,nearest_temp_age,Volume – km3,CO2,CH4
10,12.1,-402.9,-51.6,0.18767659999999997,0.017312572052800002,98.158853374,23.4698349282,0.017023866555999998,0.0,560.567512526,-1.4239999999999995,-0.8543999999999997,-0.9967999999999996,-0.5695999999999998,,0.0,,
11,12.65,-393.9,-50.45,0.2012154,0.0173180958832,97.92720450600001,23.471554355800002,0.017032802163999997,0.0,560.616387594,-0.2740000000000009,-0.16440000000000055,-0.19180000000000064,-0.10960000000000036,,0.0,,
12,13.2,-398.6,-50.81,0.21475419999999998,0.0173236197136,97.695555638,23.4732737834,0.017041737772,0.0,560.665262662,-0.6340000000000003,-0.3804000000000002,-0.4438000000000002,-0.25360000000000016,,0.0,,
13,13.75,-389.8,-49.98,0.228293,0.017329143544,97.46390677000001,23.474993211,0.01705067338,0.0,560.71413773,0.19600000000000506,0.11760000000000304,0.13720000000000354,0.07840000000000202,,0.0,,
14,14.3,-394.5,-50.62,0.2414925,0.01733452894,97.238063325,23.476669547500002,0.017059385049999997,0.0,560.761787925,-0.4439999999999955,-0.2663999999999973,-0.31079999999999686,-0.1775999999999982,,0.0,,
15,14.85,-400.5,-51.07,0.25440925,0.017339798974000002,97.0170577325,23.47830997475,0.017067910104999997,0.0,560.8084173925,-0.8939999999999984,-0.536399999999999,-0.6257999999999988,-0.35759999999999936,,0.0,,
16,15.4,-403.6,-51.72,0.2673264,0.0173450691712,96.796045296,23.4799504528,0.017076435424,0.0,560.855048304,-1.543999999999997,-0.9263999999999981,-1.0807999999999978,-0.6175999999999988,,0.0,,
17,15.95,-393.1,-50.11,0.2802437,0.0173503394296,96.575030293,23.481590949900003,0.017084960841999997,0.0,560.901679757,0.0660000000000025,0.0396000000000015,0.04620000000000175,0.026400000000001003,,0.0,,
18,16.5,-410.9,-52.51,0.29370450000000003,0.017355831436000002,96.34471600500001,23.4833004715,0.017093844969999997,0.0,560.950273245,-2.333999999999996,-1.4003999999999976,-1.6337999999999973,-0.9335999999999984,,0.0,,
19,17.05,-393.6,-50.22,0.30721965,0.0173613456172,96.11347178850001,23.48501689555,0.017102764968999998,0.0,560.9990629365,-0.04399999999999693,-0.026399999999998158,-0.03079999999999785,-0.017599999999998773,,0.0,,
20,17.6,-391.1,-49.92,0.32073480000000004,0.0173668597984,95.882227572,23.486733319600003,0.017111684967999998,0.0,561.047852628,0.2560000000000002,0.15360000000000013,0.17920000000000014,0.1024000000000001,,0.0,,
21,18.15,-391.9,-49.86,0.33396285,0.017372256842800003,95.6558956365,23.488413281950002,0.017120415481,0.0,561.0956058885,0.3160000000000025,0.1896000000000015,0.22120000000000173,0.126400000000001,,0.0,,
22,18.7,-396.3,-50.44,0.3464253,0.0173773415224,95.44266311700001,23.4899960131,0.017128640698,0.0,561.140595333,-0.2639999999999958,-0.15839999999999746,-0.18479999999999705,-0.10559999999999832,,0.0,,
23,19.25,-397.0,-50.7,0.35888775,0.017382426202,95.2294305975,23.491578744250003,0.017136865914999997,0.0,561.1855847775,-0.5240000000000009,-0.3144000000000005,-0.3668000000000006,-0.20960000000000037,,0.0,280.04674485496673,
24,19.8,-404.7,-51.7,0.3713502,0.0173875108816,95.016198078,23.4931614754,0.017145091132,0.0,561.230574222,-1.524000000000001,-0.9144000000000005,-1.0668000000000006,-0.6096000000000004,,0.0,279.54186517582235,
25,20.35,-398.2,-50.98,0.3844437,0.0173928530296,94.792168293,23.4948243499,0.017153732842,0.0,561.277841757,-0.8039999999999949,-0.48239999999999694,-0.5627999999999964,-0.321599999999998,,0.0,279.01142035326524,
26,20.9,-395.2,-50.72,0.39789779999999997,0.0173983423024,94.56196864200001,23.4965330206,0.017162612548,0.0,561.326411058,-0.5439999999999969,-0.32639999999999814,-0.3807999999999978,-0.2175999999999988,,0.0,278.46636687732945,
27,21.45,-403.5,-51.68,0.4113519,0.0174038315752,94.331768991,23.498241691300002,0.017171492253999998,0.0,561.374980359,-1.5039999999999978,-0.9023999999999986,-1.0527999999999984,-0.6015999999999991,,0.0,277.9213134013936,
28,22.0,-398.6,-51.17,0.424806,0.017409320848,94.10156934,23.499950362,0.01718037196,0.0,561.42354966,-0.9939999999999998,-0.5963999999999998,-0.6957999999999998,-0.39759999999999995,,0.0,277.37625992545776,
29,22.55,-399.7,-51.26,0.43966700000000003,0.017415384136000002,93.84729763,23.501837709,0.01719018022,0.0,561.4771978699999,-1.083999999999996,-0.6503999999999976,-0.7587999999999973,-0.43359999999999843,,0.0,276.7742100145843,
30,23.1,-396.0,-50.64,0.45452790000000004,0.0174214473832,93.593027631,23.5037250433,0.017199988414,0.0,561.530845719,-0.46399999999999864,-0.27839999999999915,-0.32479999999999903,-0.18559999999999946,,0.0,276.17216415491816,
31,23.65,-400.2,-51.5,0.46938834999999995,0.0174275104468,93.3387653315,23.505612320450002,0.017209796311,0.0,561.5844919435,-1.323999999999998,-0.7943999999999988,-0.9267999999999986,-0.5295999999999993,,0.0,275.57013652568463,
32,24.2,-401.6,-51.56,0.4848674,0.0174338258992,93.07391878600001,23.5075781598,0.017220012484,0.0,561.640371314,-1.3840000000000003,-0.8304000000000001,-0.9688000000000002,-0.5536000000000002,,0.0,274.94304812834224,
33,24.75,-405.4,-51.89,0.501429,0.017440583032,92.79054981,23.509681483,0.01723094314,0.0,561.70015869,-1.7139999999999986,-1.028399999999999,-1.1997999999999989,-0.6855999999999995,,0.0,277.918652368923,
34,25.3,-399.0,-51.0,0.5179906000000001,0.017447340164800002,92.507180834,23.5117848062,0.017241873796,0.0,561.759946066,-0.8239999999999981,-0.49439999999999884,-0.5767999999999986,-0.3295999999999992,,0.0,278.4309460225808,
35,25.85,-396.9,-50.55,0.5345522,0.017454097297600002,92.223811858,23.5138881294,0.017252804452,0.0,561.819733442,-0.3739999999999952,-0.22439999999999713,-0.26179999999999665,-0.1495999999999981,,0.0,278.9432396762386,
36,26.4,-394.9,-50.58,0.5507261999999999,0.0174606962896,91.94707471800001,23.5159422274,0.017263479292,0.0,561.878121582,-0.40399999999999636,-0.2423999999999978,-0.28279999999999744,-0.16159999999999855,,0.0,281.51106284311385,
37,26.95,-406.6,-51.93,0.56675485,0.0174672359788,91.6728245165,23.51797786595,0.017274058201,0.0,561.9359850085,-1.7539999999999978,-1.0523999999999987,-1.2277999999999984,-0.7015999999999991,,0.0,280.9371861254134,
38,27.5,-395.2,-50.5,0.582783,0.017473775464000002,91.39858287,23.520013441,0.017284636779999998,0.0,561.99384663,-0.32399999999999807,-0.19439999999999882,-0.22679999999999864,-0.12959999999999924,,0.0,280.3633273093054,
39,28.05,-395.3,-50.49,0.5987750500000001,0.0174803002204,91.1249588945,23.52204443135,0.017295191533,0.0,562.0515779305,-0.31400000000000006,-0.18840000000000004,-0.21980000000000002,-0.12560000000000002,,0.0,279.7907609881679,
40,28.6,-399.5,-51.06,0.6144066,0.0174866778928,90.85750307400001,23.524029638200002,0.017305508355999998,0.0,562.108007826,-0.8840000000000003,-0.5304000000000002,-0.6188000000000002,-0.35360000000000014,,0.0,279.23110171514304,
41,29.15,-401.0,-51.24,0.6300379999999999,0.017493055504000002,90.59004982,23.526014826,0.01731582508,0.0,562.16443718,-1.064,-0.6384,-0.7448,-0.42560000000000003,,0.0,278.6714478125959,
42,29.7,-393.6,-50.23,0.6456689999999999,0.017499432952000002,90.32260341,23.527999963,0.01732614154,0.0,562.22086509,-0.05399999999999494,-0.032399999999996966,-0.037799999999996454,-0.02159999999999798,,0.0,278.11180823132264,
43,30.25,-410.4,-52.52,0.6623195,0.017506226356,90.03771335500001,23.5301145765,0.01733713087,0.0,562.280973395,-2.344000000000001,-1.4064000000000008,-1.6408000000000007,-0.9376000000000005,,0.0,277.8653370988156,
44,30.8,-401.3,-51.03,0.6801934000000001,0.0175135189072,89.731890926,23.5323845618,0.017348927644,0.0,562.345498174,-0.8539999999999992,-0.5123999999999995,-0.5977999999999994,-0.3415999999999997,,0.0,278.4393331696167,
45,31.35,-398.3,-50.94,0.6980673000000001,0.0175208114584,89.426068497,23.5346545471,0.017360724418,0.0,562.410022953,-0.7639999999999958,-0.4583999999999975,-0.534799999999997,-0.3055999999999983,,0.0,279.0133292404179,
46,31.9,-388.5,-49.54,0.7159411999999999,0.0175281040096,89.120246068,23.5369245324,0.017372521191999998,0.0,562.474547732,0.6360000000000028,0.38160000000000166,0.4452000000000019,0.2544000000000011,,0.0,279.587325311219,
