
Depth ice/snow [m]	δD H2O [‰ SMOW]	δ18O H2O [‰ SMOW]
2624.05	-434.7	-55.34
2624.60	-432.3	-55.10
2625.15	-436.0	-55.58
2625.70	-438.7	-55.77
2626.25	-439.9	-56.04
2626.80	-441.2	-56.07
2627.35	-440.4	-55.80
2627.90	-440.4	-55.95
2628.45	-438.3	-55.90
2629.00	-438.6	-55.73
2629.55	-439.9	-55.98
2630.10	-439.5	-56.01
2630.65	-441.0	-55.96
2631.20	-441.3	-56.15
2631.75	-440.2	-55.97
2632.30	-437.9	-55.77
2632.85	-438.6	-55.81
2633.40	-439.7	-55.95
2633.95	-434.5	-55.32
2634.50	-439.2	-55.89
2635.05	-434.6	-55.32
2635.60	-440.1	-55.99
2636.15	-433.8	-55.21
2636.70	-438.1	-55.85
2637.25	-435.1	-55.20
2637.80	-432.2	-54.98
2638.35	-433.4	-55.19
2638.90	-437.4	-55.74
2639.45	-430.2	-54.88
2640.00	-424.2	-53.89
2640.55	-430.5	-54.83
2641.10	-433.2	-55.00
2641.65	-431.1	-54.71
2642.20	-432.7	-55.00
2642.75	-436.9	-55.48
2643.30	-437.3	-55.64
2643.85	-432.3	-55.11
2644.40	-431.6	-54.81
2644.95	-433.7	-55.17
2645.50	-433.6	-55.10
2646.05	-433.1	-55.26
2646.60	-435.2	-55.47
2647.15	-433.4	-55.30
2647.70	-431.5	-54.99
2648.25	-428.8	-54.74
2648.80	-432.8	-54.97
2649.35	-434.4	-55.27
2649.90	-438.4	-55.76
2650.45	-435.6	-55.41
2651.00	-433.1	-55.24
2651.55	-432.9	-55.17
2652.10	-429.3	-54.81
2652.65	-431.0	-54.92
2653.20	-431.1	-55.04
2653.75	-425.7	-54.33
2654.30	-427.7	-54.47
2654.85	-427.5	-54.51
2655.40	-427.1	-54.46
2655.95	-427.4	-54.35
2656.50	-425.4	-54.18
2657.05	-422.9	-53.82
2657.60	-418.4	-53.37
2658.15	-421.2	-53.67
2658.70	-424.1	-54.01
2659.25	-425.7	-54.23
2659.80	-427.7	-54.60
2660.35	-430.0	-54.79
2660.90	-436.6	-55.70
2661.45	-435.7	-55.51
2662.00	-435.0	-55.37
2662.55	-433.8	-55.40
2663.10	-432.7	-55.24
2663.65	-432.5	-55.27
2664.20	-431.3	-55.11
2664.75	-428.0	-54.82
2665.30	-429.3	-54.79
2665.85	-428.1	-54.78
2666.40	-428.4	-54.78
2666.95	-426.6	-54.46
2667.50	-430.6	-55.18
2668.05	-427.6	-54.83
2668.60	-425.1	-54.61
2669.15	-424.4	-54.46
2669.70	-424.1	-54.52
2670.25	-422.2	-54.30
2670.80	-419.0	-53.76
2671.35	-419.4	-53.96
2671.90	-421.3	-54.07
2672.45	-419.7	-53.78
2673.00	-419.1	-53.84
2673.55	-416.1	-53.42
2674.10	-417.2	-53.34
2674.65	-412.1	-52.78
2675.20	-416.7	-53.34
2675.75	-420.7	-53.83
2676.30	-421.2	-53.95
2676.85	-420.3	-53.86
2677.40	-425.7	-54.54
2677.95	-425.2	-54.56
2678.50	-426.4	-54.58
2679.05	-423.9	-54.40
2679.60	-422.4	-54.15
2680.15	-421.3	-54.17
2680.70	-416.4	-53.40
2681.25	-419.6	-53.63
2681.80	-420.0	-54.04
2682.35	-416.3	-53.48
2682.90	-416.4	-53.31
2683.45	-410.2	-52.57
2684.00	-406.5	-52.19
2684.55	-413.9	-52.83
2685.10	-418.1	-53.41
2685.65	-419.3	-53.53
2686.20	-423.1	-53.96
2686.75	-423.4	-54.11
2687.30	-427.3	-54.55
2687.85	-426.7	-54.57
2688.40	-432.0	-55.23
2688.95	-430.9	-55.12
2689.50	-427.0	-54.62
2690.05	-428.3	-54.78
2690.60	-424.7	-54.21
2691.15	-420.8	-54.02
2691.70	-421.3	-53.91
2692.25	-422.9	-54.09
2692.80	-421.5	-53.95
2693.35	-421.4	-53.95
2693.90	-419.3	-53.77
2694.45	-418.3	-53.48
2695.00	-416.5	-53.29
2695.55	-414.8	-53.06
2696.10	-415.1	-53.16
2696.65	-411.7	-52.62
2697.20	-410.6	-52.47
2697.75	-409.6	-52.42
2698.30	-409.6	-52.47
2698.85	-406.9	-52.03
2699.40	-409.1	-52.28
2699.95	-407.3	-51.97
2700.50	-401.2	-51.32
2701.05	-401.7	-51.43
2701.60	-404.8	-51.73
2702.15	-403.0	-51.42
2702.70	-403.2	-51.54
2703.25	-402.1	-51.53
2703.80	-400.5	-51.13
2704.35	-397.7	-50.84
2704.90	-398.6	-50.98
2705.45	-397.8	-50.95
2706.00	-398.4	-50.93
2706.55	-394.2	-50.38
2707.10	-397.2	-50.81
2707.65	-397.6	-50.87
2708.20	-401.5	-51.30
2708.75	-399.9	-51.15
2709.30	-394.6	-50.49
2709.85	-395.5	-50.65
2710.40	-394.4	-50.60
2710.95	-398.3	-51.13
2711.50	-395.6	-50.66
2712.05	-395.7	-50.79
2712.60	-394.0	-50.42
2713.15	-393.5	-50.43
2713.70	-391.2	-50.16
2714.25	-388.7	-49.88
2714.80	-391.3	-50.08
2715.35	-393.3	-50.39
2715.90	-392.7	-50.36
2716.45	-387.9	-49.80
2717.00	-388.8	-49.86
2717.55	-388.2	-49.68
2718.10	-389.3	-49.90
2718.65	-389.5	-50.05
2719.20	-386.0	-49.55
2719.75	-389.3	-49.91
2720.30	-387.9	-49.74
2720.85	-386.1	-49.55
2721.40	-385.0	-49.44
2721.95	-383.0	-49.36
2722.50	-385.4	-49.43
2723.05	-384.7	-49.47
2723.60	-386.5	-49.61
2724.15	-385.7	-49.58
2724.70	-386.5	-49.48
2725.25	-388.5	-49.80
2725.80	-384.2	-49.29
2726.35	-384.8	-49.28
2726.90	-386.0	-49.47
2727.45	-386.4	-49.52
2728.00	-384.7	-49.30
2728.55	-389.0	-49.94
2729.10	-383.8	-49.23
2729.65	-382.5	-49.08
2730.20	-382.5	-49.03
2730.75	-382.1	-49.11
2731.30	-384.8	-49.43
2731.85	-386.8	-49.62
2732.40	-382.7	-49.10
2732.95	-385.0	-49.30
2733.50	-380.5	-48.84
2734.05	-380.8	-48.68
2734.60	-384.7	-49.16
2735.15	-380.3	-48.68
2735.70	-385.5	-49.37
2736.25	-383.5	-49.22
2736.80	-381.8	-48.96
2737.35	-384.4	-49.26
2737.90	-385.7	-49.44
2738.45	-386.7	-49.46
2739.00	-386.4	-49.50
2739.55	-384.7	-49.26
2740.10	-383.8	-49.11
2740.65	-386.9	-49.52
2741.20	-384.0	-48.99
2741.75	-385.8	-49.31
2742.30	-386.6	-49.44
2742.85	-387.5	-49.49
2743.40	-387.2	-49.51
2743.95	-386.4	-49.48
2744.50	-387.7	-49.57
2745.05	-386.2	-49.36
2745.60	-388.1	-49.63
2746.15	-388.5	-49.67
2746.70	-386.7	-49.45
2747.25	-390.6	-49.96
2747.80	-392.4	-50.21
2748.35	-393.9	-50.31
2748.90	-393.4	-50.27
2749.45	-393.5	-50.27
2750.00	-395.7	-50.46
2750.55	-392.3	-50.21
2751.10	-393.4	-50.16
2751.65	-394.5	-50.38
2752.20	-392.1	-49.95
2752.75	-392.9	-50.39
2753.30	-395.9	-50.64
2753.85	-393.8	-50.18
2754.40	-393.1	-50.14
2754.95	-394.3	-50.25
2755.50	-395.0	-50.39
2756.05	-392.1	-50.03
2756.60	-393.7	-50.14
2757.15	-393.9	-50.23
2757.70	-394.4	-50.22
2758.25	-391.9	-49.97
2758.80	-393.3	-50.19
2759.35	-391.8	-50.13
2759.90	-389.7	-49.77
2760.45	-393.0	-50.19
2761.00	-393.4	-50.27
2761.55	-392.0	-50.05
2762.10	-393.8	-50.21
2762.65	-394.0	-50.16
2763.20	-396.5	-50.54
2763.75	-395.7	-50.36
2764.30	-394.4	-50.23
2764.85	-395.3	-50.30
2765.40	-395.2	-50.38
2765.95	-396.8	-50.48
2766.50	-396.1	-50.45
2767.05	-395.6	-50.47
2767.60	-396.5	-50.55
2768.15	-397.5	-50.64
2768.70	-401.7	-51.23
2769.25	-402.0	-51.29
2769.80	-402.2	-51.24
2770.35	-403.3	-51.35
2770.90	-402.7	-51.37
2771.45	-400.7	-51.15
2772.00	-404.2	-51.52
2772.55	-406.2	-51.77
2773.10	-403.3	-51.41
2773.65	-403.7	-51.35
2774.20	-398.5	-50.60
2774.75	-391.7	-49.72
2775.30	-390.1	-49.50
2775.85	-391.2	-49.69
2776.40	-394.7	-50.14
2776.95	-399.9	-50.82
2777.50	-401.0	-50.86
2778.05	-402.9	-51.17
2778.60	-407.3	-51.58
2779.15	-404.9	-51.40
2779.70	-408.0	-51.77
2780.25	-415.2	-52.64
2780.80	-419.2	-53.03
2781.35	-417.7	-52.91
2781.90	-423.9	-53.73
2782.45	-427.6	-54.14
2783.00	-429.0	-54.32
2783.55	-432.3	-54.69
2784.10	-435.5	-55.09
2784.65	-440.2	-55.66
2785.20	-440.2	-55.63
2785.75	-440.9	-55.68
2786.30	-441.4	-55.83
2786.85	-441.5	-55.90
2787.40	-439.5	-55.55
2787.95	-439.4	-55.51
2788.50	-439.7	-55.58
2789.05	-444.2	-56.12
2789.60	-440.7	-55.69
2790.15	-439.7	-55.60
2790.70	-445.3	-56.30
2791.25	-442.3	-55.89
2791.80	-444.8	-56.25
2792.35	-440.5	-55.77
2792.90	-441.5	-55.85
2793.45	-442.0	-55.96
2794.00	-441.1	-55.88
2794.55	-440.8	-55.90
2795.10	-439.6	-55.68
2795.65	-436.2	-55.33
2796.20	-436.2	-55.28
2796.75	-433.3	-54.91
2797.30	-428.9	-54.40
2797.85	-432.0	-54.73
2798.40	-433.9	-54.93
2798.95	-433.8	-54.96
2799.50	-433.6	-54.96
2800.05	-431.3	-54.67
2800.60	-425.6	-53.94
2801.15	-426.8	-54.05
2801.70	-429.2	-54.36
2802.25	-431.9	-54.66
2802.80	-432.1	-54.63
2803.35	-433.3	-54.84
2803.90	-436.1	-55.18
2804.45	-436.3	-55.31
2805.00	-429.8	-54.48
2805.55	-431.1	-54.68
2806.10	-434.1	-55.02
2806.65	-429.4	-54.49
2807.20	-424.5	-53.85
2807.75	-427.8	-54.16
2808.30	-428.8	-54.24
2808.85	-431.0	-54.54
2809.40	-436.2	-55.16
2809.95	-440.1	-55.76
2810.50	-439.2	-55.59
2811.05	-439.0	-55.68
2811.60	-440.2	-55.83
2812.15	-438.5	-55.72
2812.70	-437.3	-55.57
2813.25	-437.5	-55.68
2813.80	-432.8	-55.16
2814.35	-428.8	-54.60
2814.90	-431.5	-54.85
2815.45	-432.8	-55.01
2816.00	-434.2	-55.22
2816.55	-437.7	-55.67
2817.10	-438.9	-55.87
2817.65	-437.4	-55.66
2818.20	-437.1	-55.60
2818.75	-440.7	-56.08
2819.30	-434.2	-55.32
2819.85	-426.7	-54.39
2820.40	-433.1	-55.17
2820.95	-426.4	-54.42
2821.50	-419.7	-53.59
2822.05	-417.2	-53.18
2822.60	-412.3	-52.63
2823.15	-416.3	-53.11
2823.70	-420.7	-53.56
2824.25	-425.5	-54.19
2824.80	-431.1	-54.97
2825.35	-429.7	-54.81
2825.90	-424.4	-54.19
2826.45	-418.6	-53.49
2827.00	-417.8	-53.36
2827.55	-413.6	-52.85
2828.10	-411.6	-52.59
2828.65	-416.6	-53.17
2829.20	-420.4	-53.74
2829.75	-425.3	-54.32
2830.30	-424.0	-54.21
2830.85	-422.5	-53.95
2831.40	-419.3	-53.63
2831.95	-419.2	-53.65
2832.50	-418.7	-53.65
2833.05	-418.6	-53.61
2833.60	-418.0	-53.43
2834.15	-414.0	-53.03
2834.70	-415.4	-53.26
2835.25	-412.8	-52.92
2835.80	-412.7	-52.89
2836.35	-411.5	-52.79
2836.90	-411.5	-52.72
2837.45	-411.8	-52.75
2838.00	-411.1	-52.69
2838.55	-410.8	-52.70
2839.10	-408.8	-52.32
2839.65	-409.4	-52.32
2840.20	-407.4	-52.12
2840.75	-406.7	-51.99
2841.30	-405.0	-51.78
2841.85	-407.7	-52.17
2842.40	-400.7	-51.12
2842.95	-405.6	-51.95
2843.50	-406.4	-51.86
2844.05	-404.9	-51.67
2844.60	-405.2	-51.63
2845.15	-406.8	-51.84
2845.70	-407.6	-51.94
2846.25	-408.3	-52.02
2846.80	-409.2	-52.16
2847.35	-409.7	-52.15
2847.90	-410.5	-52.26
2848.45	-410.6	-52.29
2849.00	-410.4	-52.22
2849.55	-408.6	-52.00
2850.10	-412.6	-52.53
2850.65	-411.5	-52.42
2851.20	-411.9	-52.38
2851.75	-412.5	-52.52
2852.30	-412.4	-52.47
2852.85	-411.2	-52.39
2853.40	-411.1	-52.35
2853.95	-412.9	-52.58
2854.50	-413.5	-52.64
2855.05	-412.3	-52.47
2855.60	-412.2	-52.52
2856.15	-412.5	-52.62
2856.70	-412.3	-52.52
2857.25	-412.0	-52.52
2857.80	-411.9	-52.51
2858.35	-414.6	-52.89
2858.90	-414.1	-52.82
2859.45	-415.5	-52.99
2860.00	-415.2	-52.97
2860.55	-416.4	-53.11
2861.10	-416.9	-53.20
2861.65	-416.1	-53.10
2862.20	-416.7	-53.10
2862.75	-415.9	-53.10
2863.30	-415.2	-52.96
2863.85	-416.2	-53.11
2864.40	-416.2	-53.12
2864.95	-413.6	-52.82
2865.50	-414.6	-52.87
2866.05	-419.8	-53.53
2866.60	-420.5	-53.68
2867.15	-419.4	-53.58
2867.70	-419.4	-53.52
2868.25	-417.0	-53.25
2868.80	-417.2	-53.23
2869.35	-416.7	-53.15
2869.90	-415.5	-53.06
2870.45	-418.9	-53.42
2871.00	-425.3	-54.28
2871.55	-424.0	-54.09
2872.10	-423.0	-53.97
2872.65	-424.5	-54.13
2873.20	-422.0	-53.82
2873.75	-423.6	-54.00
2874.30	-423.3	-53.98
2874.85	-424.8	-54.15
2875.40	-424.9	-54.16
2875.95	-425.3	-54.13
2876.50	-423.1	-53.89
2877.05	-423.9	-54.00
2877.60	-432.7	-54.08
2878.15	-423.6	-54.00
2878.70	-419.9	-53.48
2879.25	-421.4	-53.70
2879.80	-421.6	-53.72
2880.35	-422.0	-53.79
2880.90	-418.2	-53.35
2881.45	-415.9	-53.03
2882.00	-415.5	-52.95
2882.55	-418.9	-53.38
2883.10	-417.3	-53.15
2883.65	-418.5	-53.33
2884.20	-414.1	-52.76
2884.75	-417.0	-53.13
2885.30	-413.3	-52.66
2885.85	-414.9	-52.89
2886.40	-414.0	-52.78
2886.95	-413.8	-52.73
2887.50	-412.1	-52.54
2888.05	-414.4	-52.82
2888.60	-412.3	-52.58
2889.15	-414.4	-52.81
2889.70	-413.2	-52.66
2890.25	-411.5	-52.44
2890.80	-415.8	-53.00
2891.35	-413.5	-52.71
2891.90	-411.9	-52.50
2892.45	-410.9	-52.47
2893.00	-412.1	-52.56
2893.55	-420.3	-53.55
2894.10	-418.8	-53.41
2894.65	-418.7	-53.38
2895.20	-416.5	-53.09
2895.75	-416.7	-53.09
2896.30	-416.3	-53.08
2896.85	-420.0	-53.56
2897.40	-417.9	-53.25
2897.95	-418.8	-53.38
2898.50	-420.1	-53.56
2899.05	-420.0	-53.50
2899.60	-420.2	-53.46
2900.15	-416.3	-53.04
2900.70	-419.3	-53.42
2901.25	-418.4	-53.29
2901.80	-416.2	-52.94
2902.35	-414.4	-52.74
2902.90	-416.5	-52.90
2903.45	-417.0	-53.02
2904.00	-419.7	-53.35
2904.55	-423.0	-53.68
2905.10	-426.6	-54.17
2905.65	-431.1	-54.74
2906.20	-433.0	-54.99
2906.75	-432.9	-54.89
2907.30	-435.8	-55.28
2907.85	-435.6	-55.23
2908.40	-435.4	-55.26
2908.95	-433.8	-55.13
2909.50	-433.5	-55.07
2910.05	-430.6	-54.65
2910.60	-431.7	-54.81
2911.15	-431.2	-54.73
2911.70	-431.5	-54.80
2912.25	-431.6	-54.82
2912.80	-429.0	-54.45
2913.35	-434.1	-55.09
2913.90	-436.1	-55.32
2914.45	-436.0	-55.31
2915.00	-434.8	-55.20
2915.55	-433.9	-55.10
2916.10	-434.9	-55.27
2916.65	-434.3	-55.24
2917.20	-432.4	-55.03
2917.75	-433.2	-55.25
2918.30	-434.3	-55.28
2918.85	-436.0	-55.51
2919.40	-437.6	-55.67
2919.95	-438.6	-55.84
2920.50	-438.0	-55.89
2921.05	-438.3	-55.86
2921.60	-432.8	-55.24
2922.15	-431.9	-55.07
2922.70	-433.7	-55.34
2923.25	-433.4	-55.37
2923.80	-431.6	-55.20
2924.35	-426.8	-54.71
2924.90	-422.3	-54.06
2925.45	-424.0	-54.21
2926.00	-429.3	-54.81
2926.55	-429.3	-54.91
2927.10	-433.2	-55.38
2927.65	-428.4	-54.90
2928.20	-427.5	-54.80
2928.75	-423.1	-54.27
2929.30	-420.6	-53.96
2929.85	-418.7	-53.65
2930.40	-417.6	-53.52
2930.95	-413.7	-53.06
2931.50	-410.4	-52.61
2932.05	-408.3	-52.34
2932.60	-410.5	-52.50
2933.15	-418.2	-53.50
2933.70	-414.5	-52.97
2934.25	-417.7	-53.21
2934.80	-420.3	-53.74
2935.35	-419.4	-53.63
2935.90	-422.3	-53.96
2936.45	-421.8	-53.91
2937.00	-422.7	-54.07
2937.55	-426.5	-54.55
2938.10	-431.2	-55.12
2938.65	-431.2	-55.10
2939.20	-428.1	-54.80
2939.75	-424.7	-54.28
2940.30	-423.8	-54.08
2940.85	-423.3	-53.99
2941.40	-421.4	-53.80
2941.95	-422.9	-53.92
2942.50	-421.4	-53.76
2943.05	-419.4	-53.47
2943.60	-419.3	-53.54
2944.15	-417.6	-53.29
2944.70	-417.3	-53.24
2945.25	-415.6	-52.99
2945.80	-416.1	-53.05
2946.35	-414.8	-52.89
2946.90	-414.2	-52.83
2947.45	-412.7	-52.63
2948.00	-413.3	-52.74
2948.55	-411.4	-52.54
2949.10	-411.9	-52.58
2949.65	-410.5	-52.36
2950.20	-407.7	-52.03
2950.75	-407.9	-52.06
2951.30	-407.2	-51.95
2951.85	-407.1	-51.97
2952.40	-407.4	-52.01
2952.95	-407.7	-52.02
2953.50	-406.7	-51.91
2954.05	-406.1	-51.87
2954.60	-402.6	-51.41
2955.15	-403.0	-51.42
2955.70	-403.4	-51.53
2956.25	-403.7	-51.53
2956.80	-402.5	-51.38
2957.35	-403.0	-51.46
2957.90	-401.5	-51.31
2958.45	-403.4	-51.47
2959.00	-400.6	-51.11
2959.55	-398.6	-50.92
2960.10	-401.3	-51.25
2960.65	-402.4	-51.35
2961.20	-400.2	-51.11
2961.75	-399.8	-51.12
2962.30	-399.5	-51.00
2962.85	-401.2	-51.25
2963.40	-401.9	-51.31
2963.95	-402.6	-51.41
2964.50	-401.7	-51.31
2965.05	-400.3	-51.14
2965.60	-399.8	-51.12
2966.15	-399.2	-51.03
2966.70	-401.3	-51.25
2967.25	-401.0	-51.21
2967.80	-401.6	-51.31
2968.35	-403.1	-51.53
2968.90	-400.8	-51.22
2969.45	-400.6	-51.20
2970.00	-401.3	-51.24
2970.55	-401.8	-51.31
2971.10	-400.3	-51.15
2971.65	-401.0	-51.26
2972.20	-402.6	-51.45
2972.75	-401.4	-51.28
2973.30	-403.0	-51.53
2973.85	-403.7	-51.57
2974.40	-401.3	-51.24
2974.95	-401.9	-51.36
2975.50	-401.7	-51.37
2976.05	-406.5	-51.94
2976.60	-403.8	-51.62
2977.15	-402.3	-51.40
2977.70	-403.1	-51.49
2978.25	-404.2	-51.67
2978.80	-402.6	-51.47
2979.35	-402.3	-51.40
2979.90	-403.6	-51.56
2980.45	-403.4	-51.59
2981.00	-404.3	-51.74
2981.55	-401.4	-51.33
2982.10	-400.5	-51.21
2982.65	-403.0	-51.58
2983.20	-404.5	-51.71
2983.75	-403.5	-51.59
2984.30	-404.5	-51.68
2984.85	-404.3	-51.65
2985.40	-402.6	-51.43
2985.95	-403.8	-51.58
2986.50	-404.2	-51.68
2987.05	-406.6	-51.99
2987.60	-403.4	-51.56
2988.15	-401.9	-51.35
2988.70	-402.7	-51.48
2989.25	-401.0	-51.24
2989.80	-398.4	-50.92
2990.35	-399.2	-50.97
2990.90	-397.7	-50.80
2991.45	-396.5	-50.64
2992.00	-398.8	-50.86
2992.55	-398.5	-50.81
2993.10	-400.5	-51.06
2993.65	-404.4	-51.55
2994.20	-408.5	-52.14
2994.75	-407.8	-52.05
2995.30	-409.7	-52.31
2995.85	-415.3	-53.00
2996.40	-416.4	-53.18
2996.95	-420.9	-53.70
2997.50	-424.2	-54.13
2998.05	-427.0	-54.49
2998.60	-431.9	-55.11
2999.15	-430.1	-54.99
2999.70	-425.0	-54.25
3000.25	-424.5	-54.08
3000.80	-427.2	-54.45
3001.35	-426.1	-54.27
3001.90	-430.1	-54.77
3002.45	-431.4	-54.98
3003.00	-428.1	-54.60
3003.55	-424.2	-54.10
3004.10	-419.7	-53.57
3004.65	-415.2	-52.93
3005.20	-412.6	-52.67
3005.75	-411.7	-52.52
3006.30	-422.3	-53.71
3006.85	-426.0	-54.41
3007.40	-424.3	-54.25
3007.95	-422.2	-53.96
3008.50	-420.6	-53.83
3009.05	-419.2	-53.64
3009.60	-417.2	-53.44
3010.15	-414.8	-53.13
3010.70	-417.1	-53.38
3011.25	-423.8	-54.23
3011.80	-429.1	-54.91
3012.35	-434.0	-55.60
3012.90	-430.0	-55.14
3013.45	-425.6	-54.62
3014.00	-425.0	-54.49
3014.55	-423.6	-54.31
3015.10	-424.0	-54.33
3015.65	-419.9	-53.78
3016.20	-419.3	-53.67
3016.75	-419.2	-53.58
3017.30	-418.7	-53.46
3017.85	-417.8	-53.34
3018.40	-416.3	-53.12
3018.95	-415.2	-52.97
3019.50	-412.9	-52.73
3020.05	-411.1	-52.50
3020.60	-407.7	-52.03
3021.15	-407.9	-52.02
3021.70	-404.4	-51.64
3022.25	-402.5	-51.38
3022.80	-400.4	-51.11
3023.35	-400.3	-51.09
3023.90	-401.1	-51.21
3024.45	-401.0	-51.21
3025.00	-401.2	-51.22
3025.55	-398.5	-50.89
3026.10	-399.3	-51.06
3026.65	-400.0	-51.17
3027.20	-401.3	-51.31
3027.75	-397.3	-50.83
3028.30	-398.6	-50.99
3028.85	-399.4	-51.11
3029.40	-402.3	-51.47
3029.95	-404.5	-51.73
3030.50	-403.3	-51.45
3031.05	-402.9	-51.53
3031.60	-402.9	-51.51
3032.15	-402.5	-51.46
3032.70	-402.6	-51.46
3033.25	-404.0	-51.60
3033.80	-405.7	-51.81
3034.35	-407.3	-51.94
3034.90	-406.2	-51.77
3035.45	-404.2	-51.47
3036.00	-399.9	-50.71
3036.55	-406.0	-51.39
3037.10	-414.0	-52.44
3037.65	-419.5	-53.24
3038.20	-429.3	-54.30
3038.75	-437.1	-55.19
3039.30	-438.7	-55.42
3039.85	-438.6	-55.44
3040.40	-436.1	-55.28
3040.95	-440.1	-55.71
3041.50	-439.8	-55.65
3042.05	-437.8	-55.44
3042.60	-438.9	-55.61
3043.15	-439.9	-55.69
3043.70	-439.4	-55.66
3044.25	-436.2	-55.36
3044.80	-433.7	-55.04
3045.35	-433.0	-54.94
3045.90	-433.7	-54.98
3046.45	-434.2	-55.06
3047.00	-432.3	-54.86
3047.55	-430.9	-54.61
3048.10	-431.9	-54.66
3048.65	-432.6	-54.77
3049.20	-435.3	-55.09
3049.75	-435.1	-55.12
3050.30	-432.7	-54.76
3050.85	-429.2	-54.38
3051.40	-427.0	-54.07
3051.95	-430.8	-54.52
3052.50	-433.4	-54.87
3053.05	-437.9	-55.50
3053.60	-436.7	-55.40
3054.15	-440.6	-55.92
3054.70	-438.1	-55.68
3055.25	-434.7	-55.27
3055.80	-434.5	-55.19
3056.35	-438.9	-55.75
3056.90	-441.8	-56.15
3057.45	-442.8	-56.29
3058.00	-443.0	-56.37
3058.55	-442.2	-56.32
3059.10	-441.1	-56.23
3059.65	-435.3	-55.56
3060.20	-430.5	-54.95
3060.75	-430.3	-54.91
3061.30	-433.2	-55.25
3061.85	-436.0	-55.58
3062.40	-436.5	-55.69
3062.95	-435.2	-55.55
3063.50	-433.6	-55.34
3064.05	-432.7	-55.23
3064.60	-429.8	-54.86
3065.15	-426.4	-54.44
3065.70	-422.3	-53.87
3066.25	-422.8	-53.85
3066.80	-427.9	-54.50
3067.35	-431.9	-55.00
3067.90	-429.2	-54.70
3068.45	-423.3	-54.00
3069.00	-417.9	-53.30
3069.55	-420.5	-53.61
3070.10	-425.4	-54.25
3070.65	-428.2	-54.57
3071.20	-431.3	-54.97
3071.75	-433.2	-55.22
3072.30	-430.2	-54.90
3072.85	-425.6	-54.33
3073.40	-422.2	-53.93
3073.95	-420.7	-53.70
3074.50	-422.8	-53.98
3075.05	-422.3	-53.97
3075.60	-420.8	-53.76
3076.15	-418.8	-53.53
3076.70	-417.7	-53.45
3077.25	-417.1	-53.38
3077.80	-416.9	-53.41
3078.35	-416.1	-53.29
3078.90	-414.3	-53.08
3079.45	-414.3	-53.12
3080.00	-412.5	-52.90
3080.55	-411.6	-52.79
3081.10	-411.2	-52.70
3081.65	-410.9	-52.70
3082.20	-411.5	-52.77
3082.75	-413.1	-52.95
3083.30	-410.9	-52.73
3083.85	-411.6	-52.72
3084.40	-410.7	-52.59
3084.95	-410.5	-52.56
3085.50	-408.0	-52.22
3086.05	-407.5	-52.17
3086.60	-408.6	-52.31
3087.15	-408.3	-52.24
3087.70	-407.6	-52.13
3088.25	-407.4	-52.11
3088.80	-405.0	-51.76
3089.35	-402.0	-51.39
3089.90	-402.4	-51.39
3090.45	-404.1	-51.60
3091.00	-404.0	-51.57
3091.55	-405.5	-51.76
3092.10	-405.5	-51.76
3092.65	-405.1	-51.69
3093.20	-404.5	-51.61
3093.75	-405.4	-51.66
3094.30	-404.0	-51.53
3094.85	-404.7	-51.54
3095.40	-405.4	-51.66
3095.95	-405.0	-51.54
3096.50	-403.6	-51.40
3097.05	-405.2	-51.57
3097.60	-405.0	-51.50
3098.15	-404.2	-51.40
3098.70	-405.2	-51.56
3099.25	-407.3	-51.80
3099.80	-407.8	-51.94
3100.35	-408.5	-52.02
3100.90	-409.1	-52.12
3101.45	-408.5	-52.01
3102.00	-407.4	-51.89
3102.55	-406.7	-51.76
3103.10	-405.4	-51.60
3103.65	-405.7	-51.64
3104.20	-407.2	-51.87
3104.75	-407.2	-51.86
3105.30	-406.4	-51.74
3105.85	-407.0	-51.81
3106.40	-408.3	-51.95
3106.95	-409.8	-52.17
3107.50	-411.1	-52.37
3108.05	-411.3	-52.36
3108.60	-411.4	-52.40
3109.15	-412.9	-52.62
3109.70	-413.0	-52.60
3110.25	-412.5	-52.56
3110.80	-412.1	-52.46
3111.35	-411.8	-52.45
3111.90	-413.5	-52.66
3112.45	-414.6	-52.76
3113.00	-414.7	-52.81
3113.55	-414.0	-52.73
3114.10	-413.1	-52.60
3114.65	-413.1	-52.64
3115.20	-414.2	-52.75
3115.75	-412.0	-52.46
3116.30	-411.8	-52.45
3116.85	-414.0	-52.67
3117.40	-417.7	-53.11
3117.95	-419.4	-53.37
3118.50	-422.1	-53.69
3119.05	-425.5	-54.13
3119.60	-426.0	-54.16
3120.15	-431.3	-54.80
3120.70	-432.3	-54.97
3121.25	-436.6	-55.42
3121.80	-441.1	-55.96
3122.35	-436.3	-55.50
3122.90	-429.5	-54.66
3123.45	-424.0	-54.04
3124.00	-419.5	-53.47
3124.55	-420.3	-53.51
3125.10	-425.1	-54.13
3125.65	-425.5	-54.13
3126.20	-425.2	-54.06
3126.75	-423.5	-53.87
3127.30	-423.2	-53.77
3127.85	-421.4	-53.55
3128.40	-420.3	-53.43
3128.95	-420.9	-53.47
3129.50	-419.8	-53.31
3130.05	-416.3	-52.89
3130.60	-413.5	-52.49
3131.15	-414.4	-52.63
3131.70	-415.0	-52.65
3132.25	-415.0	-52.69
3132.80	-413.5	-52.47
3133.35	-411.7	-52.25
3133.90	-413.4	-52.39
3134.45	-416.3	-52.71
3135.00	-417.7	-52.84
